YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,DL,750,NULL,BOS,JFK,0600,NULL,NULL,NULL,NULL,80,76,44,187,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,809,NULL,BOS,MSP,0600,NULL,NULL,NULL,NULL,210,212,186,1124,NULL,NULL,0830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,904,NULL,LGA,ATL,0600,NULL,NULL,NULL,NULL,159,126,111,762,NULL,NULL,0839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,977,NULL,ORD,ATL,0600,NULL,NULL,NULL,NULL,127,104,80,606,NULL,NULL,0907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1088,NULL,ANC,MSP,0600,NULL,NULL,NULL,NULL,317,280,266,2519,NULL,NULL,1417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1098,NULL,ATW,ATL,0600,NULL,NULL,NULL,NULL,143,110,97,765,NULL,NULL,0923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1205,NULL,PHX,ATL,0600,NULL,NULL,NULL,NULL,207,190,169,1587,NULL,NULL,1127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1234,NULL,PNS,ATL,0600,NULL,NULL,NULL,NULL,69,55,41,271,NULL,NULL,0809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1235,NULL,MCO,SLC,0600,NULL,NULL,NULL,NULL,304,300,280,1931,NULL,NULL,0904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1462,NULL,ONT,DFW,0600,NULL,NULL,NULL,NULL,180,0,0,1188,NULL,NULL,1100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,913,NULL,DCA,MIA,0600,NULL,NULL,NULL,NULL,157,151,130,919,NULL,NULL,0837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1961,NULL,RIC,ATL,0600,NULL,NULL,NULL,NULL,113,91,75,481,NULL,NULL,0753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,2154,NULL,LAX,ATL,0600,NULL,NULL,NULL,NULL,250,231,213,1947,NULL,NULL,1310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,2282,NULL,BOS,ATL,0600,NULL,NULL,NULL,NULL,191,171,144,946,NULL,NULL,0911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,2417,NULL,LAS,DTW,0600,NULL,NULL,NULL,NULL,233,212,187,1749,NULL,NULL,1253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1540,NULL,OKC,ATL,0600,NULL,NULL,NULL,NULL,124,131,85,761,NULL,NULL,0904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1574,NULL,MCO,MSP,0600,NULL,NULL,NULL,NULL,209,212,196,1310,NULL,NULL,0829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1700,NULL,MEM,ATL,0600,NULL,NULL,NULL,NULL,82,59,45,332,NULL,NULL,0822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1867,NULL,TUL,ATL,0600,NULL,NULL,NULL,NULL,118,99,80,674,NULL,NULL,0858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,1937,NULL,BWI,DTW,0600,NULL,NULL,NULL,NULL,102,92,69,409,NULL,NULL,0742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,159,NULL,BOS,PHL,0600,NULL,NULL,NULL,NULL,99,84,61,280,NULL,NULL,0739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,198,NULL,MCO,LGA,0600,NULL,NULL,NULL,NULL,145,150,129,950,NULL,NULL,0825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,1502,NULL,FLL,JFK,0600,NULL,NULL,NULL,NULL,163,170,146,1069,NULL,NULL,0843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,1504,NULL,SJU,JFK,0600,NULL,NULL,NULL,NULL,242,274,248,1598,NULL,NULL,0902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,1600,NULL,BOS,DCA,0600,NULL,NULL,NULL,NULL,107,92,72,399,NULL,NULL,0747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,2533,NULL,TYS,DFW,0600,NULL,NULL,NULL,NULL,155,166,128,772,NULL,NULL,0735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4213,NULL,MHT,ORD,0600,NULL,NULL,NULL,NULL,173,174,153,843,NULL,NULL,0753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4431,NULL,SAV,EWR,0600,NULL,NULL,NULL,NULL,126,125,98,708,NULL,NULL,0806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4411,NULL,MEM,EWR,0600,NULL,NULL,NULL,NULL,158,146,120,946,NULL,NULL,0938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4756,NULL,CLT,ORD,0600,NULL,NULL,NULL,NULL,123,142,109,599,NULL,NULL,0703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4768,NULL,TYS,IAD,0600,NULL,NULL,NULL,NULL,85,90,58,419,NULL,NULL,0725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4740,NULL,GRB,ORD,0600,NULL,NULL,NULL,NULL,63,57,34,173,NULL,NULL,0703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5103,NULL,ABE,DTW,0600,NULL,NULL,NULL,NULL,113,101,84,425,NULL,NULL,0753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5275,NULL,JAN,ATL,0600,NULL,NULL,NULL,NULL,79,70,51,341,NULL,NULL,0819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5491,NULL,OAJ,ATL,0600,NULL,NULL,NULL,NULL,92,97,69,399,NULL,NULL,0732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5978,NULL,FAR,ORD,0600,NULL,NULL,NULL,NULL,123,120,78,557,NULL,NULL,0803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5917,NULL,JAN,ORD,0600,NULL,NULL,NULL,NULL,134,119,99,677,NULL,NULL,0814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,6133,NULL,ERI,ORD,0600,NULL,NULL,NULL,NULL,92,95,79,398,NULL,NULL,0632,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,6082,NULL,ATW,ORD,0600,NULL,NULL,NULL,NULL,63,63,37,160,NULL,NULL,0703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,6122,NULL,LEX,ORD,0600,NULL,NULL,NULL,NULL,90,83,65,323,NULL,NULL,0630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,6143,NULL,CWA,ORD,0600,NULL,NULL,NULL,NULL,76,83,47,212,NULL,NULL,0716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,865,NULL,MSO,DEN,0600,NULL,NULL,NULL,NULL,120,0,0,679,NULL,NULL,0800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,1256,NULL,ORD,MIA,0600,NULL,NULL,NULL,NULL,180,0,0,1197,NULL,NULL,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,1104,NULL,CLE,FLL,0600,NULL,NULL,NULL,NULL,175,157,142,1062,NULL,NULL,0855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,1057,NULL,IAH,SFO,0600,NULL,NULL,NULL,NULL,260,262,237,1635,NULL,NULL,0820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,144,NULL,SEA,DEN,0600,NULL,NULL,NULL,NULL,153,148,131,1024,NULL,NULL,0933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,1056,NULL,SFO,IAH,0600,NULL,NULL,NULL,NULL,225,234,209,1635,NULL,NULL,1145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,901,NULL,TTN,ATL,0600,NULL,NULL,NULL,NULL,139,131,109,701,NULL,NULL,0819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,902,NULL,ATL,TTN,0600,NULL,NULL,NULL,NULL,110,115,98,701,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,HA,202,NULL,HNL,ITO,0600,NULL,NULL,NULL,NULL,50,53,36,216,NULL,NULL,0650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,2898,NULL,MAF,DFW,0600,NULL,NULL,NULL,NULL,70,0,0,309,NULL,NULL,0710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,2957,NULL,AMA,DFW,0600,NULL,NULL,NULL,NULL,80,0,0,312,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,2962,NULL,CLL,DFW,0600,NULL,NULL,NULL,NULL,60,0,0,164,NULL,NULL,0700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3014,NULL,HOU,DFW,0600,NULL,NULL,NULL,NULL,70,0,0,247,NULL,NULL,0710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3015,NULL,DFW,BTR,0600,NULL,NULL,NULL,NULL,78,0,0,383,NULL,NULL,0718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3079,NULL,JLN,DFW,0600,NULL,NULL,NULL,NULL,80,0,0,327,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3189,NULL,CID,DFW,0600,NULL,NULL,NULL,NULL,140,0,0,685,NULL,NULL,0820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3302,NULL,MLI,DFW,0600,NULL,NULL,NULL,NULL,145,0,0,691,NULL,NULL,0825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3338,NULL,GSP,DFW,0600,NULL,NULL,NULL,NULL,170,0,0,862,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3350,NULL,RDU,JFK,0600,NULL,NULL,NULL,NULL,95,103,64,427,NULL,NULL,0735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3355,NULL,CVG,MIA,0600,NULL,NULL,NULL,NULL,153,150,123,948,NULL,NULL,0833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3251,NULL,MHK,DFW,0600,NULL,NULL,NULL,NULL,100,0,0,431,NULL,NULL,0740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3377,NULL,MOB,DFW,0600,NULL,NULL,NULL,NULL,110,0,0,539,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3441,NULL,TLH,DFW,0600,NULL,NULL,NULL,NULL,150,0,0,767,NULL,NULL,0730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3540,NULL,PNS,MIA,0600,NULL,NULL,NULL,NULL,103,96,73,530,NULL,NULL,0843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3488,NULL,BHM,MIA,0600,NULL,NULL,NULL,NULL,117,112,87,661,NULL,NULL,0857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3597,NULL,CVG,DFW,0600,NULL,NULL,NULL,NULL,165,0,0,812,NULL,NULL,0745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3611,NULL,CAE,DFW,0600,NULL,NULL,NULL,NULL,185,0,0,922,NULL,NULL,0805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3678,NULL,TXK,DFW,0600,NULL,NULL,NULL,NULL,60,0,0,181,NULL,NULL,0700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,NK,188,NULL,OAK,LAS,0600,NULL,NULL,NULL,NULL,83,84,68,407,NULL,NULL,0723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,NK,925,NULL,DFW,OAK,0600,NULL,NULL,NULL,NULL,238,209,188,1457,NULL,NULL,0758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,NK,943,NULL,ACY,RSW,0600,NULL,NULL,NULL,NULL,171,155,141,982,NULL,NULL,0851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,NK,316,NULL,DTW,LGA,0600,NULL,NULL,NULL,NULL,98,158,67,502,NULL,NULL,0738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,NK,972,NULL,DFW,FLL,0600,NULL,NULL,NULL,NULL,159,191,131,1119,NULL,NULL,0939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,2622,NULL,SMF,LAX,0600,NULL,NULL,NULL,NULL,90,97,61,373,NULL,NULL,0730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6360,NULL,RAP,DEN,0600,NULL,NULL,NULL,NULL,82,90,49,300,NULL,NULL,0722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6369,NULL,TUS,SFO,0600,NULL,NULL,NULL,NULL,134,136,108,751,NULL,NULL,0714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5330,NULL,EAU,ORD,0600,NULL,NULL,NULL,NULL,79,58,43,268,NULL,NULL,0719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5292,NULL,DLH,ORD,0600,NULL,NULL,NULL,NULL,96,96,58,397,NULL,NULL,0736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6276,NULL,FSD,ORD,0600,NULL,NULL,NULL,NULL,96,101,67,462,NULL,NULL,0736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6235,NULL,AUS,SFO,0600,NULL,NULL,NULL,NULL,249,237,213,1504,NULL,NULL,0809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,3489,NULL,FAT,SEA,0600,NULL,NULL,NULL,NULL,130,136,110,748,NULL,NULL,0810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,3461,NULL,ONT,PDX,0600,NULL,NULL,NULL,NULL,147,138,119,838,NULL,NULL,0827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,7423,NULL,INL,BRD,0600,NULL,NULL,NULL,NULL,58,65,30,153,NULL,NULL,0658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5318,NULL,CMX,ORD,0600,NULL,NULL,NULL,NULL,87,0,0,359,NULL,NULL,0627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5445,NULL,SMF,SFO,0600,NULL,NULL,NULL,NULL,52,0,0,86,NULL,NULL,0652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5242,NULL,BOI,LAX,0600,NULL,NULL,NULL,NULL,130,121,89,674,NULL,NULL,0710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5462,NULL,SPI,ORD,0600,NULL,NULL,NULL,NULL,64,65,39,174,NULL,NULL,0704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5466,NULL,CLD,LAX,0600,NULL,NULL,NULL,NULL,51,85,24,86,NULL,NULL,0651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5550,NULL,COD,DEN,0600,NULL,NULL,NULL,NULL,93,93,58,391,NULL,NULL,0733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5574,NULL,FAT,SFO,0600,NULL,NULL,NULL,NULL,74,81,37,158,NULL,NULL,0714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3221,NULL,CMH,MIA,0600,NULL,NULL,NULL,NULL,166,160,137,990,NULL,NULL,0846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3224,NULL,LRD,DFW,0600,NULL,NULL,NULL,NULL,80,0,0,396,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5522,NULL,PSC,DEN,0600,NULL,NULL,NULL,NULL,142,145,115,852,NULL,NULL,0922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5592,NULL,CPR,DEN,0600,NULL,NULL,NULL,NULL,72,77,39,230,NULL,NULL,0712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5604,NULL,ACV,SFO,0600,NULL,NULL,NULL,NULL,83,103,69,250,NULL,NULL,0723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5170,NULL,DAL,IAH,0600,NULL,NULL,NULL,NULL,68,58,41,216,NULL,NULL,0708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5429,NULL,PAH,ORD,0600,NULL,NULL,NULL,NULL,93,79,66,342,NULL,NULL,0733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5435,NULL,PSC,SFO,0600,NULL,NULL,NULL,NULL,127,130,89,620,NULL,NULL,0807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6378,NULL,CID,ORD,0600,NULL,NULL,NULL,NULL,68,57,43,196,NULL,NULL,0708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6401,NULL,EUG,SFO,0600,NULL,NULL,NULL,NULL,96,92,69,451,NULL,NULL,0736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6332,NULL,DFW,DEN,0600,NULL,NULL,NULL,NULL,125,138,100,641,NULL,NULL,0705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6346,NULL,MRY,SFO,0600,NULL,NULL,NULL,NULL,46,39,21,77,NULL,NULL,0646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6465,NULL,SLC,LAX,0600,NULL,NULL,NULL,NULL,132,122,85,590,NULL,NULL,0712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,7392,NULL,ESC,DTW,0600,NULL,NULL,NULL,NULL,87,68,47,306,NULL,NULL,0727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6403,NULL,MFR,SFO,0600,NULL,NULL,NULL,NULL,89,86,55,329,NULL,NULL,0729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6497,NULL,FAT,DEN,0600,NULL,NULL,NULL,NULL,145,179,132,844,NULL,NULL,0925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,576,NULL,SFO,EWR,0601,NULL,NULL,NULL,NULL,331,317,292,2565,NULL,NULL,1432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1410,NULL,LAS,IAH,0601,NULL,NULL,NULL,NULL,175,168,149,1222,NULL,NULL,1056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1689,NULL,EWR,SFO,0601,NULL,NULL,NULL,NULL,399,378,355,2565,NULL,NULL,0940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,6020,NULL,ISN,DEN,0601,NULL,NULL,NULL,NULL,129,122,83,576,NULL,NULL,0710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,HA,113,NULL,HNL,LIH,0601,NULL,NULL,NULL,NULL,37,39,23,102,NULL,NULL,0638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5629,NULL,PSP,SFO,0601,NULL,NULL,NULL,NULL,94,80,65,421,NULL,NULL,0735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6420,NULL,PSP,DEN,0601,NULL,NULL,NULL,NULL,131,144,107,776,NULL,NULL,0912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,223,NULL,SAT,IAH,0602,NULL,NULL,NULL,NULL,58,50,31,191,NULL,NULL,0700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,996,NULL,LAX,EWR,0603,NULL,NULL,NULL,NULL,319,287,263,2454,NULL,NULL,1422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1721,NULL,LAX,SFO,0603,NULL,NULL,NULL,NULL,87,75,54,337,NULL,NULL,0730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4390,NULL,CLE,IAD,0603,NULL,NULL,NULL,NULL,82,86,44,288,NULL,NULL,0725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5732,NULL,CAE,IAD,0603,NULL,NULL,NULL,NULL,82,87,62,401,NULL,NULL,0725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,756,NULL,PHX,DEN,0603,NULL,NULL,NULL,NULL,107,111,79,602,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,234,NULL,SMF,IAH,0605,NULL,NULL,NULL,NULL,216,227,193,1609,NULL,NULL,1141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,415,NULL,JFK,SFO,0605,NULL,NULL,NULL,NULL,404,400,368,2586,NULL,NULL,0949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,647,NULL,BOS,PHX,0605,NULL,NULL,NULL,NULL,369,373,355,2300,NULL,NULL,1014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,829,NULL,BOS,CLT,0605,NULL,NULL,NULL,NULL,147,148,120,728,NULL,NULL,0832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,1743,NULL,DTW,MIA,0605,NULL,NULL,NULL,NULL,186,164,147,1145,NULL,NULL,0911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1023,NULL,FLL,EWR,0605,NULL,NULL,NULL,NULL,174,169,150,1065,NULL,NULL,0859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,2505,NULL,GEG,DEN,0605,NULL,NULL,NULL,NULL,140,132,111,836,NULL,NULL,0925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,239,NULL,SAT,STL,0605,NULL,NULL,NULL,NULL,120,104,91,786,NULL,NULL,0805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,474,NULL,ONT,DEN,0605,NULL,NULL,NULL,NULL,140,136,116,819,NULL,NULL,0925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1245,NULL,CLE,EWR,0605,NULL,NULL,NULL,NULL,91,73,55,404,NULL,NULL,0736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
